Id,SalePrice
2658,135477.39675389335
2718,174881.80759958812
2414,219694.5457979279
1989,127623.31981380985
625,202884.0596874794
333,88376.55315178301
1327,95873.7532399248
858,145215.29994929818
95,209136.50440485604
1568,155999.76198184153
2482,180039.3167905353
1364,125715.55179207477
2584,156841.16723160766
818,278470.6195055151
2673,156755.6199173198
2089,132612.82251223485
1297,169002.1272380157
790,122499.7364915646
2616,192248.7685693472
720,220812.30691270906
222,144286.45875941808
557,129164.54022987721
1148,219080.8672574437
2766,164000.73679066668
534,200193.34846677625
1452,103737.48696857276
630,130016.24605345544
2648,141328.95770933668
125,158881.77182852518
1904,45522.64230291749
1670,99848.86293058928
756,104780.58088558227
717,251270.72093936853
1032,156073.86845585867
852,235553.98328051012
1731,189157.43779839028
2639,106967.52937645241
2071,83911.3747357198
1267,128646.2896919259
1851,207591.74846103648
567,180610.92160126625
2439,222560.5417258754
1898,153858.74244447675
647,177655.25045668046
2256,242519.64759299875
979,95576.4426451972
1444,239634.640792302
2485,115713.21266106656
157,125611.97686226087
88,117248.28363611392
2003,113224.23836803823
186,216505.186726146
1425,257607.01580842712
2695,133926.56216938503
738,118516.2289398168
395,151776.64272857236
1353,175914.63083911658
1878,143508.98170156608
390,159619.570281968
1456,246123.82371932972
1103,292369.7624929679
1387,128843.94466813683
2070,151557.95801917938
1199,177686.28216189693
2479,189749.11057595452
501,301592.2232330408
2362,78631.38868264256
1718,214153.35358335887
2188,71707.39204913718
1483,182260.92518134209
2557,79457.08808037167
437,285504.2873073951
2224,199035.68430492026
1628,202654.2818873398
397,141553.1938929257
587,201856.51163677746
2182,488121.04129077983
971,151810.99514263068
2611,137803.94772323035
1887,104927.14799440787
2399,338969.7255036095
2148,219470.21996731943
304,140765.76053334898
1997,137957.3528372023
2817,135254.0407755751
1431,190092.7146384589
427,335090.63054184715
263,117120.34532828338
598,176208.08397510496
2895,245316.7286607082
687,146091.0601643928
1822,131454.06109926588
2191,94284.30006619086
179,126937.49451352793
1009,225095.68791089283
2010,114307.64696974284
1991,151627.8420487745
1411,193458.8509609248
1721,243185.46037222064
1144,207519.02337830726
593,232075.15465434708
575,297671.2465482266
1249,183793.45897916082
1604,112381.78378415314
1064,406725.8122541261
1923,156140.19735113444
1988,102941.77744796642
2325,177624.19429788698
114,192890.16435257875
2700,174591.7371956468
217,128634.1576143314
343,177979.56759149887
386,242087.40522816716
2005,122920.43328411422
2908,125133.93623367333
1814,199232.38308532498
2446,416082.00676506036
208,174028.2032598101
1679,122953.7695928492
822,331590.48801245645
6,174052.5225115604
1781,371154.4917540945
2397,289120.115115507
2340,283398.3129377679
1618,156134.20668811962
2843,161584.11558373747
1061,335332.9217643668
2786,106440.69231466355
1935,130835.55266641872
1341,128326.96140134419
521,272294.3455767984
2136,134845.14504031773
996,188853.3715555493
227,146087.4687867571
135,167280.22217284513
1167,172000.96211703453
294,248327.86581126513
1776,208192.94532355524
540,197007.9033508766
1717,214152.42112841134
2303,122231.6232971139
116,179618.16624560682
127,134403.62847097375
1371,136957.03144198784
1014,178897.61933869636
1507,105227.08618857995
702,153747.00462581002
750,159198.46274236223
261,153401.40692915145
1559,60418.44729755774
577,221976.4613706817
2812,214563.40601645305
2080,162123.57293220484
1368,119381.78255050129
2376,119514.9310770306
659,128527.61359905556
1235,124500.65962148953
332,82956.04185752559
1917,142193.32921843062
2094,269523.2072128304
1460,285845.3853892272
1471,204634.46946177556
1509,115420.61970130871
1922,109747.52355205361
433,406672.7341100097
460,297168.55956101103
1116,243511.7247766843
1137,176887.08222055426
53,189797.15868648395
2354,251538.72728338925
1475,212292.55592644776
1761,395235.18631400494
842,138321.64012185673
2739,163290.73750546217
2509,186807.77741488087
1007,221228.5770656426
2610,179797.22693158302
1952,107108.69906980732
2719,163161.92252768003
2921,88364.81951792013
1966,130820.80362694405
292,141344.55953217205
1204,192408.0366811489
1829,243982.5286807845
2419,200189.8411688988
391,165517.45640475137
798,125474.828649172
481,216314.9191211368
193,207772.02181433124
555,122805.02637895913
899,71387.09422624692
2357,198938.10132533486
328,139823.93061332693
1356,114227.61180519922
1154,112186.50938830394
1730,192344.2392531788
2249,166700.88893343566
1119,271559.601037657
2856,136437.81452630667
1394,125745.62055007365
2587,132306.99559014395
61,314996.0567954954
2661,183348.81656644677
2711,121781.55929908593
1147,199597.3214407127
757,149164.75014624832
2623,98814.839296029
2378,160052.74565384968
1413,147602.4828730832
1722,233522.64707723522
1112,226057.9276825499
1623,182617.2560217713
1201,201924.19861904747
1513,111566.72599823272
957,302913.39000970044
1171,275644.1086156913
1145,208792.5253362781
2726,227381.94974681496
703,158657.17225711237
760,120191.83684423639
1964,134942.18848849315
2512,211600.25055809418
159,153366.0841358716
1281,179185.78734606926
468,195551.5641388272
290,144259.92858775964
665,122078.64142227003
1463,264958.69254418474
1792,223391.02665658525
923,134283.53848178175
500,280161.832612787
1408,143643.3011421792
331,89249.57131464989
170,158892.0733447621
2192,92615.42155399495
2571,266708.1332045563
2314,163912.67177789856
2647,96728.77187375572
422,390514.78635461524
2457,320233.9456355586
1838,220181.59770767178
2805,250759.01366605182
1645,164417.5239686355
1711,286130.7338295588
2825,255864.08249266364
322,321248.6908843422
2103,263391.4149638515
342,114015.7789659779
600,110482.4741952084
488,179310.96813760255
1725,316725.76062726113
2246,267331.8045405083
2847,159048.4911587445
806,245870.31312011965
530,235514.64640163752
963,194116.21331837634
2678,107976.79248961004
171,85954.9839720377
2401,383910.5355096144
805,235380.7640505758
2259,231151.30804873107
1748,208715.24458035312
1361,138972.18752434794
1677,128670.71762503649
1406,177790.43202587584
2322,213335.46079484388
688,162849.04672786422
143,131589.17325475998
804,229063.77283640055
1214,159925.01752020582
2828,149729.40608983746
1999,191262.6902417405
2467,207735.7116174758
2665,179522.04997970955
1538,304433.6593555758
398,105095.25488852462
2822,149035.5067697647
2157,175049.45758819924
1856,186386.30863576024
1269,115052.44956424934
2570,111517.86268906535
2320,246518.02581912442
1517,127360.10788436739
2304,110754.10568750388
1312,104823.64582144046
2012,141160.85496598415
506,233483.39202584536
2865,193870.03566765267
2367,121537.72917311665
554,102213.44213888934
238,133842.02222528716
1954,105399.68191944381
2488,152578.6213202309
2291,92016.83949044728
1969,107029.8440621384
2725,155488.63498139757
1482,182260.92518134209
2763,222597.90662166488
503,253231.94686204242
1584,256561.73205798215
1531,158675.24837265996
2210,183222.77642738182
459,326211.7979680262
556,116149.72805114024
1347,147571.6764267683
1290,77749.1679774968
1388,99161.9449303029
1571,259438.5562010923
2754,212739.1275181236
765,146047.15299555502
2494,112395.25905931533
2870,226186.40807612886
7,227114.41342156415
1114,251653.64914601843
2418,268919.2629073974
291,140883.13981511106
18,321122.20320124953
39,335790.1963804199
1001,262183.36365221825
2442,244854.67564067533
616,147249.8788982411
2680,82511.37834981854
1414,134180.40504435485
289,151259.17578970687
40,250780.71312895615
860,112194.72572060786
409,136017.63391933742
673,143032.57531048576
2427,189657.11515107314
2036,212956.90168197072
2564,137490.99984517248
642,174000.5698398414
1008,191956.8675576317
1908,162469.88044740143
2519,227848.7752106424
1369,90630.38590390683
2855,155695.49302684894
712,99430.63351752606
1943,109746.44254201814
1958,138286.32685089804
107,202565.9605322255
2295,195473.39422701788
704,101842.28258546173
676,141698.88246300575
259,182244.05607627993
93,277212.19632108655
106,250335.65244128281
2315,174529.66003662418
1050,103761.97591595
1095,219040.182323958
2709,135507.00106241784
758,131881.38782726487
1496,143921.27995669644
2370,130276.06191960048
2458,276272.57951323234
2733,123766.16826288612
161,269734.4873047408
726,164687.13500167537
845,222537.46035588134
947,251691.32740502368
2232,100693.8213595555
2563,150088.82472308265
2299,137722.37429550855
211,97707.37701482703
605,173061.81043413535
1478,224903.5229737183
2247,270306.81679030176
2274,214888.7876807133
2869,204447.3788758941
967,221592.5370095826
2656,96383.24560331213
667,213218.0615267185
1042,126422.6484870563
2023,168157.54903361492
2447,358431.24998223037
2055,126316.56386453271
2275,282450.6449724488
2204,184778.98878438785
1563,273816.7386875463
483,228872.48719787042
796,160932.24777464283
1526,162636.05924338216
2042,159704.07577885006
442,330963.1711206739
1693,300875.6655749647
1468,234252.62372597138
1430,185716.2338478023
2605,171443.7763079022
1529,198490.5308804274
335,130703.2972771065
1287,123636.53099500455
31,115124.72230657289
1785,310595.25799606333
82,177003.10231512866
2620,136587.32189624314
252,191347.5332618677
721,82412.19850525227
2165,193964.07268794786
2316,174228.01867715502
775,131962.07298758673
1558,93581.67807890203
17,209313.32103081825
1022,236233.7220671075
925,124633.28321538585
438,278739.53136351565
1270,131200.50389733343
1272,109116.47826293035
215,151863.37902939538
266,242203.8672218343
2402,278451.13964466535
1250,131644.59158681787
1984,106202.00546750857
1279,132423.38725219615
377,239794.23291976578
1252,144423.52181982942
2156,271357.88998255885
499,307860.54670843773
1374,128168.38832289362
2898,221145.3727692311
401,99239.68901214025
2721,167444.4749139304
2078,247087.22124791623
2589,124134.13705628074
1946,233061.42087195843
1334,125838.23776021146
2781,237477.9825467231
431,355807.2369808079
576,230877.47906985838
1474,225395.16601183615
2254,139727.54436130746
2155,280157.27464633936
885,122256.39680422515
643,138600.88292074433
1944,124788.72933493792
480,213000.71068204707
2845,112056.19477884969
2387,293967.39185397106
2407,217088.41799830334
2527,175750.48913185459
2514,183221.8162612746
629,171207.95257427124
80,212471.006343916
1876,132694.21765814378
1546,108660.91550734664
2518,186388.02763907379
2347,168577.60856264847
783,209694.70362008724
1322,41996.97976892811
194,100418.61531015838
1770,283752.7002194628
2143,147139.02444761439
1229,226027.31472236107
511,272376.6617457701
46,226878.30769900332
1348,183747.0074887493
2465,206808.20593109907
387,238662.2398763994
873,235153.75570599403
1918,109914.6411209891
2764,250323.04471764498
2184,108104.75331491865
934,169073.57368580138
1920,118265.06596464639
2631,148867.19746720756
1768,461853.50147587433
2040,118270.20262510396
1749,226307.04474688062
834,239036.1243674261
1457,246364.11216732243
79,135327.97274558558
2302,98593.5995950745
1817,146079.2006302727
2755,234800.2271696692
359,185017.51248779002
2059,105044.57484497647
2092,257513.38562525634
2516,237412.12683052092
150,97391.5613561253
1656,143014.2169110274
83,110792.0917542465
2411,192938.6556895526
795,94448.71034279838
2312,233790.28277963254
2917,129403.65186379777
1624,197911.12179594717
2215,257050.83450306297
1211,148593.28184775313
1485,182797.23300405074
1024,196373.20248182287
570,213669.2085310858
2874,139613.8609963524
700,157918.008754658
2756,216653.83309534175
2022,173181.31523827292
583,232609.17532205977
2392,348839.41375455516
2424,208263.70187068026
212,108677.68410236567
736,135308.8978510742
1610,165043.6400756968
890,117241.82677451479
467,193623.93949582093
578,234407.55022116675
1747,201039.9037101228
1149,182817.70445750564
2758,229228.40377815935
857,133787.38222611017
2219,269389.9315891001
733,111629.07635108735
2909,128291.47676305517
1798,259882.15292888493
235,105409.14040929613
2366,146836.2702090753
1027,123668.47641700206
1195,141521.19509667688
1303,37648.24958916908
148,201280.25884896092
608,167155.09487646975
2515,218167.72317934217
821,295570.8269267569
2500,270198.693303997
745,106810.2871561978
741,133191.33524246595
1611,159131.4904756311
2532,112294.22160398756
1081,238276.37355520725
1692,371326.2450455785
2520,214305.4188392532
276,122440.9247893623
1992,134327.58087630704
663,30540.309115500713
418,127446.4819302448
1733,208787.7171934588
2359,137170.55063271517
253,206265.65998427177
1518,168016.61936402775
2035,167826.43930337514
2919,79168.58353118917
1540,223952.2509609791
2120,140750.35103172096
1674,195375.94758018432
256,141842.05180668138
2361,89357.91484949608
978,94641.02061149635
2280,173876.30266517194
2095,236376.6193483036
1709,305947.0856804864
2801,230791.38375222168
1246,131185.37846581265
2373,127246.97628206544
1055,275281.60458837793
2017,140147.27338938435
1099,284409.13590686873
1344,98207.48280297444
835,176620.20152143537
1117,233958.9911122556
2043,99353.01087248923
2085,127673.02972607264
410,160233.860420788
2650,112402.06188834565
2867,162850.68057947585
1668,106614.57659154946
1161,194051.67441779014
2122,194198.33606735835
2539,138092.6843384843
1047,150625.6675080992
1445,128044.05536880263
541,134988.13333071902
569,225262.55097604735
1276,135921.46812326362
918,157765.94279378117
326,161385.04097957173
1936,125433.52672639696
895,87918.36827259637
257,138838.65227928167
1241,178998.59547387584
1545,123306.00422238145
1189,178211.39087343967
270,175027.93749040418
2066,201841.9801116363
693,116257.14550870846
1259,171508.80014574225
2916,145080.0080797805
2321,277965.3597130508
1977,95348.10693245199
1895,151190.24130614984
1240,174775.79818593955
85,147996.52233521623
1823,101831.77157844596
825,291921.7793841254
110,229686.14516862205
697,131158.4595979304
2297,100574.68967033335
1231,133754.94543493132
1355,133435.50346823988
968,337006.7449099291
584,216748.93964004057
1315,130726.57949180086
1606,128108.79739302924
206,113046.70538581462
1685,332377.811022165
2016,130246.40493236201
869,221083.80623011242
2135,121758.17461675455
2346,185631.53900985426
2430,229280.78850882335
2198,93963.03690633444
2652,123079.72671053432
27,104948.5234578576
241,166963.24485279951
906,130249.66504002316
1506,124991.32057614427
2098,328685.5605833763
1435,214220.08517463994
2213,140354.60504757622
1274,142581.64399981842
743,16888.518279187614
1737,200550.2867399371
2797,273708.65942221053
2185,79380.08175816656
58,171244.46229176933
830,216551.2383033137
808,129741.55469428064
680,150076.61167500954
1153,114441.95176239929
1291,163854.03215100523
1818,177191.49014545983
2161,202749.4873698889
1883,120533.31800025271
350,299008.40255826304
2473,149933.26859947722
295,171893.0521940699
293,201556.39079056363
859,127845.235322553
288,79240.50159938498
1578,145331.29495130217
102,220532.69301395596
2831,195427.35993166114
1030,159808.2023821938
2551,135177.63369199022
1286,157787.7013738675
958,307416.4573238699
776,118951.79531229718
72,237006.76304878513
2263,246283.16151996155
1866,156324.8048513176
2876,64468.24076225607
2146,261187.72197313613
103,203928.95670437574
1500,151487.70407059137
492,149566.2418074728
167,125944.74642194729
2597,116391.37560768577
2685,115576.11965048019
1035,157862.53290376306
1220,69971.72649835021
2602,156406.00643220363
2159,222803.7887463426
695,166674.1673690718
1109,266721.8912530615
640,189758.76857784996
1652,159279.51570708057
2090,163221.45745269154
1188,180435.70825763783
2345,218625.4373674491
1059,347375.3772059308
2751,233785.4715234937
128,202787.99627991888
1523,196219.48720734793
2925,153155.24484617414
2145,279463.31680859905
1121,221253.9069026274
566,271961.6327131903
565,227601.98740386116
1331,138717.91048404961
2928,109772.8501260723
156,132425.66295858374
797,148752.26591282236
327,88422.51553145821
2859,155061.22510374218
1453,102741.01843876838
1762,316754.82379422
1868,202174.31003004406
1760,173706.73121943962
